Causas (lista reducida);Sexo;Mes de fallecimiento;Total
059 Enfermedades cerebrovasculares;Hombres;marzo;988
059 Enfermedades cerebrovasculares;Hombres;abril;853
059 Enfermedades cerebrovasculares;Hombres;mayo;833
059 Enfermedades cerebrovasculares;Hombres;junio;831
059 Enfermedades cerebrovasculares;Hombres;julio;769
059 Enfermedades cerebrovasculares;Hombres;agosto;822
059 Enfermedades cerebrovasculares;Hombres;septiembre;742
059 Enfermedades cerebrovasculares;Hombres;octubre;832
059 Enfermedades cerebrovasculares;Hombres;noviembre;890
059 Enfermedades cerebrovasculares;Hombres;diciembre;950
059 Enfermedades cerebrovasculares;Mujeres;Todos los meses;12.947
059 Enfermedades cerebrovasculares;Mujeres;enero;1.274
059 Enfermedades cerebrovasculares;Mujeres;febrero;1.158
059 Enfermedades cerebrovasculares;Mujeres;marzo;1.245
059 Enfermedades cerebrovasculares;Mujeres;abril;1.060
059 Enfermedades cerebrovasculares;Mujeres;mayo;968
059 Enfermedades cerebrovasculares;Mujeres;junio;1.012
059 Enfermedades cerebrovasculares;Mujeres;julio;1.024
059 Enfermedades cerebrovasculares;Mujeres;agosto;1.030
059 Enfermedades cerebrovasculares;Mujeres;septiembre;958
059 Enfermedades cerebrovasculares;Mujeres;octubre;1.004
059 Enfermedades cerebrovasculares;Mujeres;noviembre;1.055
059 Enfermedades cerebrovasculares;Mujeres;diciembre;1.159
060 Aterosclerosis;Ambos sexos;Todos los meses;1.197
060 Aterosclerosis;Ambos sexos;enero;102
060 Aterosclerosis;Ambos sexos;febrero;118
060 Aterosclerosis;Ambos sexos;marzo;126
060 Aterosclerosis;Ambos sexos;abril;141
060 Aterosclerosis;Ambos sexos;mayo;81
060 Aterosclerosis;Ambos sexos;junio;106
060 Aterosclerosis;Ambos sexos;julio;100
060 Aterosclerosis;Ambos sexos;agosto;94
060 Aterosclerosis;Ambos sexos;septiembre;87
060 Aterosclerosis;Ambos sexos;octubre;54
060 Aterosclerosis;Ambos sexos;noviembre;90
060 Aterosclerosis;Ambos sexos;diciembre;98
060 Aterosclerosis;Hombres;Todos los meses;496
060 Aterosclerosis;Hombres;enero;36
060 Aterosclerosis;Hombres;febrero;36
060 Aterosclerosis;Hombres;marzo;57
060 Aterosclerosis;Hombres;abril;56
060 Aterosclerosis;Hombres;mayo;42
060 Aterosclerosis;Hombres;junio;45
060 Aterosclerosis;Hombres;julio;53
060 Aterosclerosis;Hombres;agosto;33
060 Aterosclerosis;Hombres;septiembre;35
060 Aterosclerosis;Hombres;octubre;23
060 Aterosclerosis;Hombres;noviembre;40
060 Aterosclerosis;Hombres;diciembre;40
060 Aterosclerosis;Mujeres;Todos los meses;701
060 Aterosclerosis;Mujeres;enero;66
060 Aterosclerosis;Mujeres;febrero;82
060 Aterosclerosis;Mujeres;marzo;69
060 Aterosclerosis;Mujeres;abril;85
060 Aterosclerosis;Mujeres;mayo;39
060 Aterosclerosis;Mujeres;junio;61
060 Aterosclerosis;Mujeres;julio;47
060 Aterosclerosis;Mujeres;agosto;61
060 Aterosclerosis;Mujeres;septiembre;52
060 Aterosclerosis;Mujeres;octubre;31
060 Aterosclerosis;Mujeres;noviembre;50
060 Aterosclerosis;Mujeres;diciembre;58
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Todos los meses;4.643
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;enero;417
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;febrero;420
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;marzo;454
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;abril;364
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;mayo;381
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;junio;351
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;julio;366
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;agosto;325
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;septiembre;339
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;octubre;379
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;noviembre;380
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;diciembre;467
061 Otras enfermedades de los vasos sanguíneos;Hombres;Todos los meses;2.874
061 Otras enfermedades de los vasos sanguíneos;Hombres;enero;257
061 Otras enfermedades de los vasos sanguíneos;Hombres;febrero;260
061 Otras enfermedades de los vasos sanguíneos;Hombres;marzo;277
061 Otras enfermedades de los vasos sanguíneos;Hombres;abril;211
061 Otras enfermedades de los vasos sanguíneos;Hombres;mayo;249
061 Otras enfermedades de los vasos sanguíneos;Hombres;junio;208
061 Otras enfermedades de los vasos sanguíneos;Hombres;julio;219
061 Otras enfermedades de los vasos sanguíneos;Hombres;agosto;206
061 Otras enfermedades de los vasos sanguíneos;Hombres;septiembre;217
061 Otras enfermedades de los vasos sanguíneos;Hombres;octubre;230
061 Otras enfermedades de los vasos sanguíneos;Hombres;noviembre;233
061 Otras enfermedades de los vasos sanguíneos;Hombres;diciembre;307
061 Otras enfermedades de los vasos sanguíneos;Mujeres;Todos los meses;1.769
061 Otras enfermedades de los vasos sanguíneos;Mujeres;enero;160
061 Otras enfermedades de los vasos sanguíneos;Mujeres;febrero;160
061 Otras enfermedades de los vasos sanguíneos;Mujeres;marzo;177
061 Otras enfermedades de los vasos sanguíneos;Mujeres;abril;153
061 Otras enfermedades de los vasos sanguíneos;Mujeres;mayo;132
061 Otras enfermedades de los vasos sanguíneos;Mujeres;junio;143
061 Otras enfermedades de los vasos sanguíneos;Mujeres;julio;147
061 Otras enfermedades de los vasos sanguíneos;Mujeres;agosto;119
061 Otras enfermedades de los vasos sanguíneos;Mujeres;septiembre;122
061 Otras enfermedades de los vasos sanguíneos;Mujeres;octubre;149
061 Otras enfermedades de los vasos sanguíneos;Mujeres;noviembre;147
061 Otras enfermedades de los vasos sanguíneos;Mujeres;diciembre;160
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;Todos los meses;47.003
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;enero;5.923
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;febrero;5.109
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;marzo;4.760
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;abril;3.825
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;mayo;3.185
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;junio;2.919
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;julio;2.974
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;agosto;3.259
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;septiembre;2.829
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;octubre;3.140
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;noviembre;3.568
062-067 X.Enfermedades del sistema respiratorio;Ambos sexos;diciembre;5.512
062-067 X.Enfermedades del sistema respiratorio;Hombres;Todos los meses;25.712
062-067 X.Enfermedades del sistema respiratorio;Hombres;enero;3.066
062-067 X.Enfermedades del sistema respiratorio;Hombres;febrero;2.672
062-067 X.Enfermedades del sistema respiratorio;Hombres;marzo;2.538
062-067 X.Enfermedades del sistema respiratorio;Hombres;abril;2.143
062-067 X.Enfermedades del sistema respiratorio;Hombres;mayo;1.816
062-067 X.Enfermedades del sistema respiratorio;Hombres;junio;1.674
062-067 X.Enfermedades del sistema respiratorio;Hombres;julio;1.743
062-067 X.Enfermedades del sistema respiratorio;Hombres;agosto;1.783
062-067 X.Enfermedades del sistema respiratorio;Hombres;septiembre;1.608
062-067 X.Enfermedades del sistema respiratorio;Hombres;octubre;1.756
062-067 X.Enfermedades del sistema respiratorio;Hombres;noviembre;1.986
062-067 X.Enfermedades del sistema respiratorio;Hombres;diciembre;2.927
062-067 X.Enfermedades del sistema respiratorio;Mujeres;Todos los meses;21.291
062-067 X.Enfermedades del sistema respiratorio;Mujeres;enero;2.857
062-067 X.Enfermedades del sistema respiratorio;Mujeres;febrero;2.437
062-067 X.Enfermedades del sistema respiratorio;Mujeres;marzo;2.222
062-067 X.Enfermedades del sistema respiratorio;Mujeres;abril;1.682
062-067 X.Enfermedades del sistema respiratorio;Mujeres;mayo;1.369
062-067 X.Enfermedades del sistema respiratorio;Mujeres;junio;1.245
062-067 X.Enfermedades del sistema respiratorio;Mujeres;julio;1.231
062-067 X.Enfermedades del sistema respiratorio;Mujeres;agosto;1.476
062-067 X.Enfermedades del sistema respiratorio;Mujeres;septiembre;1.221
062-067 X.Enfermedades del sistema respiratorio;Mujeres;octubre;1.384
062-067 X.Enfermedades del sistema respiratorio;Mujeres;noviembre;1.582
062-067 X.Enfermedades del sistema respiratorio;Mujeres;diciembre;2.585
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;Todos los meses;1.540
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;enero;304
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;febrero;254
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;marzo;226
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;abril;76
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;mayo;13
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;junio;13
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;julio;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;agosto;13
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;septiembre;15
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;octubre;18
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;noviembre;48
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Ambos sexos;diciembre;557
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Todos los meses;657
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;enero;131
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;febrero;106
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;marzo;102
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;abril;36
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;mayo;7
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;junio;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;julio;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;agosto;8
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;septiembre;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;octubre;8
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;noviembre;23
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;diciembre;228
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;Todos los meses;883
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;enero;173
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;febrero;148
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;marzo;124
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;abril;40
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;mayo;6
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;junio;10
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;julio;2
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;agosto;5
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;septiembre;11
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;octubre;10
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;noviembre;25
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Mujeres;diciembre;329
063 Neumonía;Ambos sexos;Todos los meses;10.340
063 Neumonía;Ambos sexos;enero;1.335
063 Neumonía;Ambos sexos;febrero;1.161
063 Neumonía;Ambos sexos;marzo;1.092
063 Neumonía;Ambos sexos;abril;837
063 Neumonía;Ambos sexos;mayo;678
063 Neumonía;Ambos sexos;junio;597
063 Neumonía;Ambos sexos;julio;629
063 Neumonía;Ambos sexos;agosto;726
063 Neumonía;Ambos sexos;septiembre;600
063 Neumonía;Ambos sexos;octubre;689
063 Neumonía;Ambos sexos;noviembre;804
063 Neumonía;Ambos sexos;diciembre;1.192
063 Neumonía;Hombres;Todos los meses;5.477
063 Neumonía;Hombres;enero;641
063 Neumonía;Hombres;febrero;574
063 Neumonía;Hombres;marzo;549
063 Neumonía;Hombres;abril;430
063 Neumonía;Hombres;mayo;359
063 Neumonía;Hombres;junio;356
063 Neumonía;Hombres;julio;356
063 Neumonía;Hombres;agosto;397
063 Neumonía;Hombres;septiembre;346
063 Neumonía;Hombres;octubre;390
063 Neumonía;Hombres;noviembre;434
063 Neumonía;Hombres;diciembre;645
063 Neumonía;Mujeres;Todos los meses;4.863
063 Neumonía;Mujeres;enero;694
063 Neumonía;Mujeres;febrero;587
063 Neumonía;Mujeres;marzo;543
063 Neumonía;Mujeres;abril;407
063 Neumonía;Mujeres;mayo;319
063 Neumonía;Mujeres;junio;241
063 Neumonía;Mujeres;julio;273
063 Neumonía;Mujeres;agosto;329
063 Neumonía;Mujeres;septiembre;254
063 Neumonía;Mujeres;octubre;299
063 Neumonía;Mujeres;noviembre;370
063 Neumonía;Mujeres;diciembre;547
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;Todos los meses;11.854
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;enero;1.533
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;febrero;1.215
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;marzo;1.197
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;abril;971
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;mayo;851
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;junio;809
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;julio;837
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;agosto;823
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;septiembre;709
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;octubre;803
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;noviembre;864
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Ambos sexos;diciembre;1.242
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Todos los meses;8.736
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;enero;1.088
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;febrero;887
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;marzo;892
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;abril;736
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;mayo;634
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;junio;594
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;julio;642
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;agosto;609
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;septiembre;523
